event_date,facility_type,occupational_category_of_person_affected,aggressor,type_of_violence,primary_assault_description,primary_contributing_factors,severity_of_assault,emotional_and__or_psychological_impact,level_of_care_needed,response_action_taken,mha_facility_type,wpv_job_role,wpv_class_of_individual,wpv_event_type,wpv_type_of_violence_wpv,wpv_org_contributing_factors,wpv_psych_impact,injury_assessed_by,wpv_staff_immediate_action,event_month,event_year
2024-10-31,med/surg/inpatient,"nurse (rn, lpn, lna)",inpatient,physical,assault w/ bodily fluids; hit w/ fist; pushed; threat of violence,unknown,,unknown,unknown,de-escalation techniques utilized; notified clinical physician resources; notified security; notified supervisor; physical hold,,,,,,,,,,2024-10,2024
2024-10-31,other,"nurse (rn, lpn, lna)",resident (ltc),physical,hit w/ fist,unknown,mild,moderate - moderate emotional and/or psychological impact with no missed work.,unknown,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-31,other,unknown,other,verbal,threat of violence,unknown,,unknown,unknown,notified security; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-30,med/surg/inpatient,"nurse (rn, lpn, lna)",outpatient,verbal,unwelcome or offensive language/gestures,unknown,,unknown,unknown,behavioral expectations reviewed; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-31,ed,unknown,inpatient,physical,stepped on feet; struck,unknown,,unknown,unknown,behavioral expectations reviewed; de-escalation techniques utilized; notified clinical physician resources; notified security; notified supervisor; physical hold,,,,,,,,,,2024-10,2024
2024-10-31,bc,unknown,outpatient,verbal,"intimidation; profane, lewd or aggressive language; screaming or yelling",unknown,,unknown,unknown,called 911; de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-31,other,unknown,inpatient,physical,hit w/ fist; threat of violence; scratched,unknown,,unknown,unknown,de-escalation techniques utilized,,,,,,,,,,2024-10,2024
2024-11-01,ed,unknown,inpatient,verbal,"intimidation; profane, lewd or aggressive language; screaming or yelling",unknown,,unknown,unknown,notified clinical physician resources; notified security,,,,,,,,,,2024-11,2024
2024-11-01,bc,unknown,inpatient,physical,assault w/ bodily fluids; unwelcome or offensive touching,unknown,,unknown,unknown,behavioral expectations reviewed; called code gray; de-escalation techniques utilized; physical hold; seclusion,,,,,,,,,,2024-11,2024
2024-11-01,other,unknown,inpatient,verbal,threat of violence,unknown,,unknown,unknown,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-01,other,unknown,outpatient,verbal,"profane, lewd or aggressive language",unknown,,unknown,unknown,notified supervisor,,,,,,,,,,2024-11,2024
2024-10-31,other,unknown,other,physical,intimidation,unknown,,unknown,unknown,called 911; notified security; seclusion,,,,,,,,,,2024-10,2024
2024-10-31,other,unknown,outpatient,verbal,"profane, lewd or aggressive language; screaming or yelling",unknown,,unknown,unknown,notified supervisor,,,,,,,,,,2024-10,2024
2024-10-31,other,unknown,inpatient,physical,kicked,unknown,moderate,none - no emotional and/or psychological impact,unknown,de-escalation techniques utilized; mechanical restraint; notified supervisor; physical hold,,,,,,,,,,2024-10,2024
2024-11-01,other,unknown,outpatient,physical,bitten,unknown,mild,none - no emotional and/or psychological impact,unknown,de-escalation techniques utilized,,,,,,,,,,2024-11,2024
2024-11-01,scu,unknown,inpatient,verbal,"intimidation; profane, lewd or aggressive language; screaming or yelling; threat of violence",unknown,,unknown,unknown,behavioral expectations reviewed; called code gray; de-escalation techniques utilized; notified security; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-02,ed,unknown,inpatient,physical,hair pulling,unknown,,unknown,unknown,de-escalation techniques utilized,,,,,,,,,,2024-11,2024
2024-11-03,other,unknown,inpatient,physical,aggression toward an inanimate object; grabbed; hit with arm/hand; pushed; threat of violence,unknown,moderate,mild - upset / angry / scared / humiliated,ed,de-escalation techniques utilized; notified supervisor; physical hold,,,,,,,,,,2024-11,2024
2024-11-03,bc,unknown,inpatient,verbal,gender / sexist comments; unwelcome or offensive language/gestures,unknown,,unknown,unknown,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-03,ed,unknown,inpatient,verbal,intimidation,unknown,,unknown,unknown,called 911; notified security,,,,,,,,,,2024-11,2024
2024-11-03,other,unknown,inpatient,physical,slapped,unknown,,unknown,unknown,behavioral expectations reviewed; de-escalation techniques utilized; notified clinical physician resources; notified security,,,,,,,,,,2024-11,2024
2024-11-03,other,unknown,inpatient,physical,grabbed; hit w/ fist; scratched; threat of violence,unknown,moderate,mild - upset / angry / scared / humiliated,other (please specify),called code gray; notified security; notified supervisor; physical hold,,,,,,,,,,2024-11,2024
2024-11-04,ed,unknown,inpatient,physical,grabbed; hair pulling,unknown,,unknown,unknown,de-escalation techniques utilized; notified security; notified supervisor; physical hold,,,,,,,,,,2024-11,2024
2024-11-04,ed,unknown,inpatient,physical,grabbed; hair pulling; pushed; scratched,unknown,,unknown,unknown,called code gray; de-escalation techniques utilized; notified security; notified supervisor,,,,,,,,,,2024-11,2024
2024-10-31,other,unknown,other,verbal,"profane, lewd or aggressive language; unwelcome or offensive language/gestures",unknown,,unknown,unknown,notified supervisor,,,,,,,,,,2024-10,2024
2024-11-04,other,allied health/technologist,inpatient,physical,hit w/ fist,unknown,,unknown,unknown,notified supervisor,,,,,,,,,,2024-11,2024
2024-11-04,other,unknown,outpatient,verbal,gender / sexist comments,unknown,,unknown,unknown,notified supervisor,,,,,,,,,,2024-11,2024
2024-11-04,other,unknown,outpatient,verbal,intimidation; screaming or yelling,unknown,,unknown,unknown,notified supervisor,,,,,,,,,,2024-11,2024
2024-11-04,other,unknown,resident (ltc),verbal,screaming or yelling; threat of violence,unknown,,unknown,unknown,behavioral expectations reviewed; de-escalation techniques utilized,,,,,,,,,,2024-11,2024
2024-11-04,other,unknown,other,physical,threat of violence,unknown,,unknown,unknown,behavioral expectations reviewed; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-05,other,unknown,outpatient,verbal,screaming or yelling,unknown,,unknown,unknown,de-escalation techniques utilized,,,,,,,,,,2024-11,2024
2024-11-05,ed,unknown,outpatient,physical,scratched; slapped,unknown,,unknown,unknown,seclusion,,,,,,,,,,2024-11,2024
2024-11-05,other,"nurse (rn, lpn, lna)",outpatient,verbal,"profane, lewd or aggressive language",n/a or unknown,,unknown,unknown,behavioral expectations reviewed; de-escalation techniques utilized,,,,,,,,,,2024-11,2024
2024-11-05,other,"nurse (rn, lpn, lna)",outpatient,verbal,"profane, lewd or aggressive language; screaming or yelling; threat of violence",n/a or unknown,,unknown,unknown,behavioral expectations reviewed; notified clinical physician resources; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-05,other,unknown,outpatient,verbal,screaming or yelling,unknown,,unknown,unknown,called 911; de-escalation techniques utilized,,,,,,,,,,2024-11,2024
2024-11-05,bc,unknown,inpatient,physical,hit w/ object,unknown,mild,none - no emotional and/or psychological impact,other (please specify),called code gray,,,,,,,,,,2024-11,2024
2024-11-06,other,unknown,inpatient,physical,assault w/ bodily fluids,unknown,,unknown,unknown,mechanical restraint,,,,,,,,,,2024-11,2024
2024-11-06,other,allied health/technologist,outpatient,verbal,"gender / sexist comments; intimidation; profane, lewd or aggressive language; threat of violence",n/a or unknown,,unknown,unknown,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-05,other,unknown,other,verbal,pt reportedly violent towards e/r dr & verbally assaultive towards pt,unknown,,unknown,unknown,behavioral expectations reviewed; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-06,other,unknown,outpatient,verbal,intimidation,unknown,,unknown,unknown,notified security,,,,,,,,,,2024-11,2024
2024-11-06,bc,unknown,inpatient,physical,intimidation,unknown,,unknown,unknown,called code gray,,,,,,,,,,2024-11,2024
2024-11-05,other,"nurse (rn, lpn, lna)",inpatient,physical,hit w/ fist; hit w/ object,n/a or unknown,,unknown,unknown,behavioral expectations reviewed; de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-05,other,unknown,outpatient,verbal,gender / sexist comments; unwelcome or offensive language/gestures,unknown,,unknown,unknown,notified supervisor,,,,,,,,,,2024-11,2024
2024-11-05,other,unknown,visitor,verbal,intimidation; screaming or yelling,unknown,,unknown,unknown,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-07,ed,"nurse (rn, lpn, lna)",outpatient,property damage/vandalism,aggression toward an inanimate object,unknown,,unknown,unknown,called 911; seclusion,,,,,,,,,,2024-11,2024
2024-11-07,ed,"nurse (rn, lpn, lna)",outpatient,property damage/vandalism,aggression toward an inanimate object,unknown,,unknown,unknown,behavioral expectations reviewed; called 911; de-escalation techniques utilized; notified clinical physician resources; notified security; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-07,other,unknown,outpatient,verbal,intimidation; threat of violence,unknown,,unknown,unknown,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-07,other,"nurse (rn, lpn, lna)",inpatient,physical,grabbed; hair pulling; scratched,unknown,,unknown,unknown,called code gray,,,,,,,,,,2024-11,2024
2024-11-07,other,administration/support services,outpatient,physical,sexual harrasment,n/a or unknown,,unknown,unknown,behavioral expectations reviewed; de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-07,other,administration/support services,resident (ltc),physical,aggression toward an inanimate object,n/a or unknown,,unknown,unknown,de-escalation techniques utilized,,,,,,,,,,2024-11,2024
2024-11-07,other,unknown,resident (ltc),physical,aggression toward an inanimate object; grabbed; hit w/ fist; pushed; threat of violence,unknown,mild,moderate - moderate emotional and/or psychological impact with no missed work.,other (please specify),de-escalation techniques utilized; notified security,,,,,,,,,,2024-11,2024
2024-11-07,other,administration/support services,outpatient,written/digital,racists affiliation/paraphernalia,unknown,,unknown,unknown,notified supervisor,,,,,,,,,,2024-11,2024
2024-11-08,other,unknown,visitor,verbal,"intimidation; profane, lewd or aggressive language; screaming or yelling; threat of violence",unknown,,unknown,unknown,behavioral expectations reviewed; de-escalation techniques utilized; notified security; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-08,other,unknown,other,verbal,screaming or yelling; unwelcome or offensive language/gestures,unknown,,unknown,unknown,behavioral expectations reviewed; de-escalation techniques utilized,,,,,,,,,,2024-11,2024
2024-11-05,other,unknown,other,physical,dog bite,unknown,mild,moderate - moderate emotional and/or psychological impact with no missed work.,other (please specify),physical hold,,,,,,,,,,2024-11,2024
2024-11-08,other,unknown,outpatient,verbal,"profane, lewd or aggressive language; screaming or yelling; unwelcome or offensive language/gestures",unknown,,unknown,unknown,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-08,ed,unknown,other,verbal,"intimidation; profane, lewd or aggressive language; screaming or yelling; unwelcome or offensive language/gestures",unknown,,unknown,unknown,behavioral expectations reviewed; de-escalation techniques utilized; notified security; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-08,bc,unknown,inpatient,physical,grabbed; scratched,unknown,mild,none - no emotional and/or psychological impact,other (please specify),called code gray; physical hold,,,,,,,,,,2024-11,2024
2024-11-08,ed,unknown,inpatient,physical,kicked,unknown,,unknown,unknown,physical hold,,,,,,,,,,2024-11,2024
2024-11-09,other,unknown,resident (ltc),verbal,screaming or yelling,unknown,,unknown,unknown,de-escalation techniques utilized,,,,,,,,,,2024-11,2024
2024-11-09,ed,unknown,inpatient,physical,kicked,unknown,moderate,none - no emotional and/or psychological impact,ed,physical hold,,,,,,,,,,2024-11,2024
2024-11-09,ed,unknown,outpatient,physical,hit w/ fist; kicked,unknown,mild,mild - upset / angry / scared / humiliated,ed,behavioral expectations reviewed; called code gray; de-escalation techniques utilized; notified clinical physician resources; notified security; notified supervisor; physical hold,,,,,,,,,,2024-11,2024
2024-11-10,other,unknown,inpatient,physical,scratched; slapped,unknown,moderate,none - no emotional and/or psychological impact,other (please specify),de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-10,ed,unknown,inpatient,physical,assault w/ bodily fluids; bitten; hit w/ fist; intimidation; threat of violence,unknown,mild,mild - upset / angry / scared / humiliated,ed,called 911; chemical restraint; mechanical restraint; notified security; physical hold; seclusion,,,,,,,,,,2024-11,2024
2024-11-10,ed,unknown,outpatient,physical,hit w/ fist,unknown,,unknown,unknown,chemical restraint; mechanical restraint; notified security; notified supervisor; physical hold,,,,,,,,,,2024-11,2024
2024-11-10,ed,unknown,outpatient,physical,hair pulling; head butt,unknown,other,mild - upset / angry / scared / humiliated,other (please specify),de-escalation techniques utilized; notified clinical physician resources; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-10,bc,"nurse (rn, lpn, lna)",inpatient,physical,physical hold,unknown,moderate,none - no emotional and/or psychological impact,unknown,physical hold,,,,,,,,,,2024-11,2024
2024-11-10,other,unknown,inpatient,physical,grabbed; hit w/ fist; scratched,unknown,,unknown,unknown,behavioral expectations reviewed; de-escalation techniques utilized; notified clinical physician resources; notified security; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-10,other,unknown,inpatient,physical,hair pulling; scratched,unknown,moderate,none - no emotional and/or psychological impact,other (please specify),behavioral expectations reviewed; called code gray; de-escalation techniques utilized; notified security; notified supervisor,,,,,,,,,,2024-11,2024
2024-10-11,ed,unknown,other,verbal,intimidation; stalking or terrorizing,unknown,,unknown,unknown,notified supervisor,,,,,,,,,,2024-10,2024
2024-11-11,ed,unknown,inpatient,verbal,threat of violence,unknown,,unknown,unknown,behavioral expectations reviewed; de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-11,other,unknown,outpatient,verbal,unknown,unknown,,unknown,unknown,unknown,,,,,,,,,,2024-11,2024
2024-11-11,other,"nurse (rn, lpn, lna)",outpatient,verbal,"profane, lewd or aggressive language; screaming or yelling; unwelcome or offensive language/gestures",unknown,,unknown,unknown,de-escalation techniques utilized; notified supervisor; seclusion,,,,,,,,,,2024-11,2024
2024-11-11,bc,unknown,inpatient,verbal,threat of violence,unknown,,unknown,unknown,de-escalation techniques utilized; notified security; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-10,ed,unknown,other,verbal,"profane, lewd or aggressive language; screaming or yelling; threat of violence; unwelcome or offensive language/gestures",unknown,,unknown,unknown,notified security,,,,,,,,,,2024-11,2024
2024-11-12,other,unknown,inpatient,physical,grabbed,unknown,moderate,none - no emotional and/or psychological impact,other (please specify),chemical restraint; de-escalation techniques utilized; notified clinical physician resources,,,,,,,,,,2024-11,2024
2024-11-11,other,unknown,inpatient,physical,hit w/ fist; intimidation; threat of violence,unknown,,unknown,unknown,called code gray; chemical restraint; de-escalation techniques utilized; notified clinical physician resources; notified security; notified supervisor; physical hold,,,,,,,,,,2024-11,2024
2024-11-12,other,unknown,inpatient,physical,grabbed,unknown,mild,none - no emotional and/or psychological impact,other (please specify),chemical restraint; de-escalation techniques utilized,,,,,,,,,,2024-11,2024
2024-11-12,other,unknown,other,verbal,"gender / sexist comments; intimidation; profane, lewd or aggressive language; screaming or yelling; threat of violence; unwelcome or offensive language/gestures",unknown,,unknown,unknown,behavioral expectations reviewed; de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-12,ed,unknown,outpatient,verbal,gender / sexist comments; screaming or yelling; unwelcome or offensive language/gestures,unknown,,unknown,unknown,behavioral expectations reviewed; de-escalation techniques utilized; notified clinical physician resources; notified security; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-12,other,unknown,inpatient,verbal,"gender / sexist comments; intimidation; profane, lewd or aggressive language; screaming or yelling; unwelcome or offensive language/gestures",unknown,,unknown,unknown,behavioral expectations reviewed; de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-08,other,unknown,outpatient,verbal,"profane, lewd or aggressive language",unknown,,unknown,unknown,unknown,,,,,,,,,,2024-11,2024
2024-11-12,ed,unknown,other,physical,pushed,unknown,severe,mild - upset / angry / scared / humiliated,ed,chemical restraint; notified security; physical hold,,,,,,,,,,2024-11,2024
2024-11-12,ed,unknown,inpatient,physical,hit w/ fist; hit w/ object; intimidation; threat of violence,unknown,,unknown,unknown,behavioral expectations reviewed; chemical restraint; de-escalation techniques utilized; notified clinical physician resources; notified security; notified supervisor; physical hold,,,,,,,,,,2024-11,2024
2024-11-12,other,unknown,inpatient,physical,bitten,unknown,other,moderate - moderate emotional and/or psychological impact with no missed work.,ed,called code gray,,,,,,,,,,2024-11,2024
2024-11-13,other,unknown,outpatient,verbal,screaming or yelling; unwelcome or offensive language/gestures,unknown,,unknown,unknown,notified supervisor,,,,,,,,,,2024-11,2024
2024-11-13,other,unknown,outpatient,verbal,screaming or yelling,unknown,,unknown,unknown,notified supervisor,,,,,,,,,,2024-11,2024
2024-11-13,other,unknown,other,verbal,threatening-maybe gender biased,unknown,,unknown,unknown,de-escalation techniques utilized,,,,,,,,,,2024-11,2024
2024-11-10,ed,unknown,outpatient,physical,bitten; hit w/ fist; pushed,unknown,mild,moderate - moderate emotional and/or psychological impact with no missed work.,unknown,chemical restraint; mechanical restraint; notified security; notified supervisor; physical hold,,,,,,,,,,2024-11,2024
2024-11-13,other,administration/support services,outpatient,verbal,"intimidation; profane, lewd or aggressive language; screaming or yelling; unwelcome or offensive language/gestures",n/a or unknown,,unknown,unknown,de-escalation techniques utilized; notified clinical physician resources; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-13,ed,unknown,outpatient,verbal,"gender / sexist comments; intimidation; profane, lewd or aggressive language; racial / cultural comments; screaming or yelling; stalking or terrorizing; threat of violence; unwelcome or offensive language/gestures",unknown,,unknown,unknown,called 911; called code gray; notified clinical physician resources; notified security; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-14,ed,allied health/technologist,inpatient,physical,grabbed; hit w/ fist; intimidation; kicked; scratched; threat of violence,unknown,mild,moderate - moderate emotional and/or psychological impact with no missed work.,ed,behavioral expectations reviewed; chemical restraint; de-escalation techniques utilized; mechanical restraint; notified clinical physician resources; notified security; notified supervisor; physical hold,,,,,,,,,,2024-11,2024
2024-11-14,ed,unknown,inpatient,physical,scratched,unknown,moderate,none - no emotional and/or psychological impact,ed,physical hold,,,,,,,,,,2024-11,2024
2024-11-14,other,administration/support services,inpatient,verbal,"intimidation; profane, lewd or aggressive language; unwelcome or offensive language/gestures",unknown,,unknown,unknown,notified supervisor,,,,,,,,,,2024-11,2024
2024-11-14,other,unknown,other,verbal,intimidation; screaming or yelling,unknown,,unknown,unknown,behavioral expectations reviewed; de-escalation techniques utilized,,,,,,,,,,2024-11,2024
2024-11-13,other,unknown,other,written/digital,"profane, lewd or aggressive language",unknown,,unknown,unknown,notified supervisor,,,,,,,,,,2024-11,2024
2024-11-14,other,administration/support services,visitor,verbal,intimidation,n/a or unknown,,unknown,unknown,de-escalation techniques utilized,,,,,,,,,,2024-11,2024
2024-11-14,other,unknown,inpatient,physical,bitten; grabbed; kicked; scratched,unknown,mild,mild - upset / angry / scared / humiliated,ed,mechanical restraint; notified supervisor; physical hold,,,,,,,,,,2024-11,2024
2024-11-14,other,unknown,inpatient,physical,hit w/ fist,unknown,other,none - no emotional and/or psychological impact,unknown,behavioral expectations reviewed; de-escalation techniques utilized,,,,,,,,,,2024-11,2024
2024-11-11,other,unknown,inpatient,physical,threat of violence,unknown,,unknown,unknown,de-escalation techniques utilized,,,,,,,,,,2024-11,2024
2024-11-15,bc,unknown,inpatient,physical,assault w/ bodily fluids; grabbed; intimidation; kicked; scratched; slapped; threat of violence,unknown,,unknown,unknown,called code gray,,,,,,,,,,2024-11,2024
2024-11-13,ed,unknown,outpatient,verbal,"intimidation; profane, lewd or aggressive language; racial / cultural comments; screaming or yelling; threat of violence; unwelcome or offensive language/gestures",unknown,,unknown,unknown,called 911; de-escalation techniques utilized; notified security; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-15,other,unknown,outpatient,verbal,threatening legal action and making accusations against provider,unknown,,unknown,unknown,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-15,ed,unknown,inpatient,physical,aggression toward an inanimate object; bitten; intimidation; threat of violence,unknown,,unknown,unknown,mechanical restraint; physical hold,,,,,,,,,,2024-11,2024
2024-11-15,bc,unknown,inpatient,physical,assault w/ bodily fluids,unknown,,unknown,unknown,called code gray; de-escalation techniques utilized; mechanical restraint; physical hold,,,,,,,,,,2024-11,2024
2024-11-15,other,unknown,outpatient,written/digital,intimidation; unwelcome or offensive language/gestures,unknown,,unknown,unknown,notified security; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-15,other,unknown,inpatient,physical,bitten; hit w/ object,unknown,,unknown,unknown,notified supervisor,,,,,,,,,,2024-11,2024
2024-11-15,other,allied health/technologist,outpatient,verbal,screaming or yelling,n/a or unknown,,unknown,unknown,de-escalation techniques utilized,,,,,,,,,,2024-11,2024
2024-11-15,other,allied health/technologist,visitor,verbal,intimidation; screaming or yelling,n/a or unknown,,unknown,unknown,called 911; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-15,other,allied health/technologist,visitor,physical,intimidation; pushed; threat of violence,n/a or unknown,,unknown,unknown,behavioral expectations reviewed; called 911; de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-15,other,allied health/technologist,outpatient,verbal,"intimidation; profane, lewd or aggressive language; screaming or yelling",n/a or unknown,,unknown,unknown,called 911; de-escalation techniques utilized,,,,,,,,,,2024-11,2024
2024-11-15,other,unknown,inpatient,physical,aggression toward an inanimate object; bitten; hair pulling; hit with open hand,unknown,mild,moderate - moderate emotional and/or psychological impact with no missed work.,other (please specify),de-escalation techniques utilized; notified clinical physician resources; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-16,bc,unknown,inpatient,physical,scratched; slapped,unknown,mild,mild - upset / angry / scared / humiliated,unknown,called code gray; de-escalation techniques utilized; notified clinical physician resources; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-15,other,allied health/technologist,inpatient,physical,hit w/ fist; threw object at me (trash can),unknown,,unknown,unknown,behavioral expectations reviewed; called code gray; de-escalation techniques utilized; notified security; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-16,ed,"nurse (rn, lpn, lna)",outpatient,physical,grabbed; hair pulling; scratched,unknown,mild,moderate - moderate emotional and/or psychological impact with no missed work.,other (please specify),notified security,,,,,,,,,,2024-11,2024
2024-11-16,ed,unknown,outpatient,verbal,"intimidation; profane, lewd or aggressive language; screaming or yelling; threat of violence; unwelcome or offensive language/gestures",unknown,,unknown,unknown,behavioral expectations reviewed; called 911; de-escalation techniques utilized; notified security; seclusion,,,,,,,,,,2024-11,2024
2024-11-16,ed,unknown,inpatient,verbal,"intimidation; profane, lewd or aggressive language; threat of violence; unwelcome or offensive language/gestures",unknown,,unknown,unknown,de-escalation techniques utilized; notified clinical physician resources; notified security; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-16,other,allied health/technologist,inpatient,physical,kicked,unknown,,unknown,unknown,behavioral expectations reviewed; de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-16,other,unknown,inpatient,physical,bitten,unknown,other,mild - upset / angry / scared / humiliated,unknown,de-escalation techniques utilized,,,,,,,,,,2024-11,2024
2024-11-17,ed,unknown,outpatient,verbal,"intimidation; profane, lewd or aggressive language; screaming or yelling; threat of violence",unknown,,unknown,unknown,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-17,ed,unknown,other,physical,,unknown,moderate,none - no emotional and/or psychological impact,ed,notified supervisor,,,,,,,,,,2024-11,2024
2024-11-17,other,unknown,inpatient,physical,hit w/ fist,unknown,,unknown,unknown,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-18,bc,unknown,inpatient,physical,hit w/ fist,unknown,mild,mild - upset / angry / scared / humiliated,unknown,called code gray,,,,,,,,,,2024-11,2024
2024-11-18,bc,unknown,inpatient,physical,hit w/ fist,unknown,,unknown,unknown,called code gray; physical hold; seclusion,,,,,,,,,,2024-11,2024
2024-11-18,ed,allied health/technologist,inpatient,physical,grabbed,unknown,,unknown,unknown,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-18,other,unknown,other,verbal,threat of violence,unknown,,unknown,unknown,notified supervisor,,,,,,,,,,2024-11,2024
2024-11-18,other,unknown,outpatient,verbal,screaming or yelling,,,unknown,unknown,de-escalation techniques utilized,,,,,,,,,,2024-11,2024
2024-11-18,other,unknown,other,verbal,intimidation; verbal abuse,unknown,,unknown,unknown,notified supervisor,,,,,,,,,,2024-11,2024
2024-11-15,other,unknown,outpatient,verbal,"intimidation; profane, lewd or aggressive language",unknown,,unknown,unknown,de-escalation techniques utilized,,,,,,,,,,2024-11,2024
2024-11-18,other,unknown,inpatient,physical,grabbed; hit w/ fist; threat of violence,unknown,,unknown,unknown,behavioral expectations reviewed; called code gray; de-escalation techniques utilized; mechanical restraint; notified clinical physician resources; notified security; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-18,ed,unknown,outpatient,physical,assault w/ bodily fluids; scratched,unknown,mild,none - no emotional and/or psychological impact,unknown,behavioral expectations reviewed; de-escalation techniques utilized; notified clinical physician resources; notified security; notified supervisor; physical hold,,,,,,,,,,2024-11,2024
2024-11-19,other,unknown,other,verbal,threat of violence,unknown,,unknown,unknown,notified supervisor,,,,,,,,,,2024-11,2024
2024-11-19,med/surg/inpatient,unknown,inpatient,verbal,intimidation; threat of violence,pt dx dementia,,unknown,unknown,called code gray; chemical restraint; de-escalation techniques utilized; notified security; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-18,other,unknown,outpatient,verbal,"intimidation; profane, lewd or aggressive language; screaming or yelling",unknown,,unknown,unknown,behavioral expectations reviewed; called 911; de-escalation techniques utilized; notified security; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-19,other,physician/app,outpatient,verbal,"intimidation; profane, lewd or aggressive language; screaming or yelling",unknown,,unknown,unknown,behavioral expectations reviewed; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-12,other,unknown,outpatient,verbal,screaming or yelling,n/a or unknown,,unknown,unknown,de-escalation techniques utilized; notified security; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-19,other,unknown,outpatient,verbal,"profane, lewd or aggressive language",unknown,,unknown,unknown,notified supervisor,,,,,,,,,,2024-11,2024
2024-11-19,other,unknown,other,verbal,"profane, lewd or aggressive language",unknown,,unknown,unknown,notified supervisor,,,,,,,,,,2024-11,2024
2024-11-19,other,unknown,outpatient,verbal,"profane, lewd or aggressive language",unknown,,unknown,unknown,behavioral expectations reviewed; notified security; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-19,other,unknown,visitor,verbal,unwelcome or offensive language/gestures,unknown,,unknown,unknown,de-escalation techniques utilized,,,,,,,,,,2024-11,2024
2024-11-19,ed,unknown,outpatient,verbal,"intimidation; profane, lewd or aggressive language; screaming or yelling; threat of violence; unwelcome or offensive language/gestures",unknown,,unknown,unknown,behavioral expectations reviewed; de-escalation techniques utilized; notified clinical physician resources; notified security; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-19,ed,unknown,outpatient,physical,grabbed; pushed; scratched,unknown,,unknown,unknown,behavioral expectations reviewed; de-escalation techniques utilized; notified security; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-04,bc,unknown,inpatient,physical,threat of violence,unknown,other,none - no emotional and/or psychological impact,other (please specify),behavioral expectations reviewed; called code gray; de-escalation techniques utilized; notified security; notified supervisor; physical hold,,,,,,,,,,2024-11,2024
2024-11-20,ed,unknown,outpatient,verbal,intimidation; screaming or yelling; unwelcome or offensive language/gestures,unknown,,unknown,unknown,behavioral expectations reviewed; de-escalation techniques utilized; notified security; notified supervisor,,,,,,,,,,2024-11,2024
2024-10-16,other,unknown,outpatient,physical,hit w/ object,unknown,,unknown,unknown,notified supervisor,,,,,,,,,,2024-10,2024
