event_date,facility_type,occupational_category_of_person_affected,aggressor,type_of_violence,primary_assault_description,primary_contributing_factors,severity_of_assault,emotional_and__or_psychological_impact,level_of_care_needed,response_action_taken,mha_facility_type,wpv_job_role,wpv_class_of_individual,wpv_event_type,wpv_type_of_violence_wpv,wpv_org_contributing_factors,wpv_psych_impact,injury_assessed_by,wpv_staff_immediate_action,event_month,event_year
2024-10-28,other,<n/s>,outpatient,written/digital,ongoing behavior and threatening legal action,<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-28,other,<n/s>,outpatient,verbal,"profane, lewd or aggressive language",<n/s>,,<n/s>,<n/s>,notified supervisor,,,,,,,,,,2024-10,2024
2024-10-28,med/surg/inpatient,<n/s>,inpatient,physical,hit w/ fist,<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-29,other,<n/s>,outpatient,verbal,"intimidation; profane, lewd or aggressive language; screaming or yelling",<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized,,,,,,,,,,2024-10,2024
2024-10-29,other,<n/s>,outpatient,physical,bitten,<n/s>,mild,none - no emotional and/or psychological impact,<n/s>,de-escalation techniques utilized,,,,,,,,,,2024-10,2024
2024-10-29,other,<n/s>,outpatient,verbal,screaming or yelling; threat of violence,<n/s>,,<n/s>,<n/s>,notified clinical physician resources; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-29,other,<n/s>,<n/s>,<n/s>,<n/s>,<n/s>,,<n/s>,<n/s>,<n/s>,,,,,,,,,,2024-10,2024
2024-10-29,other,"nurse (rn, lpn, lna)",resident (ltc),physical,grabbed,<n/s>,moderate,moderate - moderate emotional and/or psychological impact with no missed work.,other (please specify),notified security; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-29,other,"nurse (rn, lpn, lna)",resident (ltc),physical,grabbed; pushed,<n/s>,,<n/s>,<n/s>,notified security; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-29,ed,<n/s>,outpatient,verbal,screaming or yelling; threat of violence,<n/s>,,<n/s>,<n/s>,notified security,,,,,,,,,,2024-10,2024
2024-10-29,bc,<n/s>,inpatient,verbal,"gender / sexist comments; intimidation; profane, lewd or aggressive language; racial / cultural comments; screaming or yelling; unwelcome or offensive language/gestures",<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized; notified clinical physician resources; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-29,bc,<n/s>,inpatient,property damage/vandalism,aggression toward an inanimate object,<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; called code gray; de-escalation techniques utilized; mechanical restraint; notified clinical physician resources; notified security; notified supervisor; physical hold; seclusion,,,,,,,,,,2024-10,2024
2024-10-29,bc,<n/s>,inpatient,property damage/vandalism,aggression toward an inanimate object,<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; called code gray; de-escalation techniques utilized; notified security; notified supervisor; physical hold; seclusion,,,,,,,,,,2024-10,2024
2024-10-30,med/surg/inpatient,<n/s>,inpatient,verbal,"profane, lewd or aggressive language; threat of violence",<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized; notified security; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-30,other,<n/s>,outpatient,verbal,"profane, lewd or aggressive language",<n/s>,,<n/s>,<n/s>,notified supervisor,,,,,,,,,,2024-10,2024
2024-10-30,other,<n/s>,outpatient,verbal,"intimidation; profane, lewd or aggressive language; screaming or yelling; unwelcome or offensive language/gestures",<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized,,,,,,,,,,2024-10,2024
2024-10-30,med/surg/inpatient,<n/s>,inpatient,verbal,intimidation; screaming or yelling,<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-30,other,<n/s>,outpatient,verbal,"intimidation; profane, lewd or aggressive language; unwelcome or offensive language/gestures",<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-30,other,rehabilitation/therapy services,inpatient,physical,hair pulling; scratched,<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized; notified security; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-31,med/surg/inpatient,"nurse (rn, lpn, lna)",inpatient,physical,assault w/ bodily fluids; hit w/ fist; pushed; threat of violence,<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized; notified clinical physician resources; notified security; notified supervisor; physical hold,,,,,,,,,,2024-10,2024
2024-10-31,other,"nurse (rn, lpn, lna)",resident (ltc),physical,hit w/ fist,<n/s>,mild,moderate - moderate emotional and/or psychological impact with no missed work.,<n/s>,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-31,other,<n/s>,other,verbal,threat of violence,<n/s>,,<n/s>,<n/s>,notified security; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-30,med/surg/inpatient,"nurse (rn, lpn, lna)",outpatient,verbal,unwelcome or offensive language/gestures,<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-31,ed,<n/s>,inpatient,physical,stepped on feet; struck,<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized; notified clinical physician resources; notified security; notified supervisor; physical hold,,,,,,,,,,2024-10,2024
2024-10-31,bc,<n/s>,outpatient,verbal,"intimidation; profane, lewd or aggressive language; screaming or yelling",<n/s>,,<n/s>,<n/s>,called 911; de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-10,2024
2024-10-31,other,<n/s>,inpatient,physical,hit w/ fist; threat of violence; scratched,<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized,,,,,,,,,,2024-10,2024
2024-11-01,ed,<n/s>,inpatient,verbal,"intimidation; profane, lewd or aggressive language; screaming or yelling",<n/s>,,<n/s>,<n/s>,notified clinical physician resources; notified security,,,,,,,,,,2024-11,2024
2024-11-01,bc,<n/s>,inpatient,physical,assault w/ bodily fluids; unwelcome or offensive touching,<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; called code gray; de-escalation techniques utilized; physical hold; seclusion,,,,,,,,,,2024-11,2024
2024-11-01,other,<n/s>,inpatient,verbal,threat of violence,<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-01,other,<n/s>,outpatient,verbal,"profane, lewd or aggressive language",<n/s>,,<n/s>,<n/s>,notified supervisor,,,,,,,,,,2024-11,2024
2024-10-31,other,<n/s>,other,physical,intimidation,<n/s>,,<n/s>,<n/s>,called 911; notified security; seclusion,,,,,,,,,,2024-10,2024
2024-10-31,other,<n/s>,outpatient,verbal,"profane, lewd or aggressive language; screaming or yelling",<n/s>,,<n/s>,<n/s>,notified supervisor,,,,,,,,,,2024-10,2024
2024-10-31,other,<n/s>,inpatient,physical,kicked,<n/s>,moderate,none - no emotional and/or psychological impact,<n/s>,de-escalation techniques utilized; mechanical restraint; notified supervisor; physical hold,,,,,,,,,,2024-10,2024
2024-11-01,other,<n/s>,outpatient,physical,bitten,<n/s>,mild,none - no emotional and/or psychological impact,<n/s>,de-escalation techniques utilized,,,,,,,,,,2024-11,2024
2024-11-01,scu,<n/s>,inpatient,verbal,"intimidation; profane, lewd or aggressive language; screaming or yelling; threat of violence",<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; called code gray; de-escalation techniques utilized; notified security; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-02,ed,<n/s>,inpatient,physical,hair pulling,<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized,,,,,,,,,,2024-11,2024
2024-11-03,other,<n/s>,inpatient,physical,aggression toward an inanimate object; grabbed; hit with arm/hand; pushed; threat of violence,<n/s>,moderate,mild - upset / angry / scared / humiliated,ed,de-escalation techniques utilized; notified supervisor; physical hold,,,,,,,,,,2024-11,2024
2024-11-03,bc,<n/s>,inpatient,verbal,gender / sexist comments; unwelcome or offensive language/gestures,<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-03,ed,<n/s>,inpatient,verbal,intimidation,<n/s>,,<n/s>,<n/s>,called 911; notified security,,,,,,,,,,2024-11,2024
2024-11-03,other,<n/s>,inpatient,physical,slapped,<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized; notified clinical physician resources; notified security,,,,,,,,,,2024-11,2024
2024-11-03,other,<n/s>,inpatient,physical,grabbed; hit w/ fist; scratched; threat of violence,<n/s>,moderate,mild - upset / angry / scared / humiliated,other (please specify),called code gray; notified security; notified supervisor; physical hold,,,,,,,,,,2024-11,2024
2024-11-04,ed,<n/s>,inpatient,physical,grabbed; hair pulling,<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized; notified security; notified supervisor; physical hold,,,,,,,,,,2024-11,2024
2024-11-04,ed,<n/s>,inpatient,physical,grabbed; hair pulling; pushed; scratched,<n/s>,,<n/s>,<n/s>,called code gray; de-escalation techniques utilized; notified security; notified supervisor,,,,,,,,,,2024-11,2024
2024-10-31,other,<n/s>,other,verbal,"profane, lewd or aggressive language; unwelcome or offensive language/gestures",<n/s>,,<n/s>,<n/s>,notified supervisor,,,,,,,,,,2024-10,2024
2024-11-04,other,allied health/technologist,inpatient,physical,hit w/ fist,<n/s>,,<n/s>,<n/s>,notified supervisor,,,,,,,,,,2024-11,2024
2024-11-04,other,<n/s>,outpatient,verbal,gender / sexist comments,<n/s>,,<n/s>,<n/s>,notified supervisor,,,,,,,,,,2024-11,2024
2024-11-04,other,<n/s>,outpatient,verbal,intimidation; screaming or yelling,<n/s>,,<n/s>,<n/s>,notified supervisor,,,,,,,,,,2024-11,2024
2024-11-04,other,<n/s>,resident (ltc),verbal,screaming or yelling; threat of violence,<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized,,,,,,,,,,2024-11,2024
2024-11-04,other,<n/s>,other,physical,threat of violence,<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-05,other,<n/s>,outpatient,verbal,screaming or yelling,<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized,,,,,,,,,,2024-11,2024
2024-11-05,ed,<n/s>,outpatient,physical,scratched; slapped,<n/s>,,<n/s>,<n/s>,seclusion,,,,,,,,,,2024-11,2024
2024-11-05,other,"nurse (rn, lpn, lna)",outpatient,verbal,"profane, lewd or aggressive language",n/a or unknown,,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized,,,,,,,,,,2024-11,2024
2024-11-05,other,"nurse (rn, lpn, lna)",outpatient,verbal,"profane, lewd or aggressive language; screaming or yelling; threat of violence",n/a or unknown,,<n/s>,<n/s>,behavioral expectations reviewed; notified clinical physician resources; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-05,other,<n/s>,outpatient,verbal,screaming or yelling,<n/s>,,<n/s>,<n/s>,called 911; de-escalation techniques utilized,,,,,,,,,,2024-11,2024
2024-11-05,bc,<n/s>,inpatient,physical,hit w/ object,<n/s>,mild,none - no emotional and/or psychological impact,other (please specify),called code gray,,,,,,,,,,2024-11,2024
2024-11-06,other,<n/s>,inpatient,physical,assault w/ bodily fluids,<n/s>,,<n/s>,<n/s>,mechanical restraint,,,,,,,,,,2024-11,2024
2024-11-06,other,allied health/technologist,outpatient,verbal,"gender / sexist comments; intimidation; profane, lewd or aggressive language; threat of violence",n/a or unknown,,<n/s>,<n/s>,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-05,other,<n/s>,other,verbal,pt reportedly violent towards e/r dr & verbally assaultive towards pt,<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-06,other,<n/s>,outpatient,verbal,intimidation,<n/s>,,<n/s>,<n/s>,notified security,,,,,,,,,,2024-11,2024
2024-11-06,bc,<n/s>,inpatient,physical,intimidation,<n/s>,,<n/s>,<n/s>,called code gray,,,,,,,,,,2024-11,2024
2024-11-05,other,"nurse (rn, lpn, lna)",inpatient,physical,hit w/ fist; hit w/ object,n/a or unknown,,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-05,other,<n/s>,outpatient,verbal,gender / sexist comments; unwelcome or offensive language/gestures,<n/s>,,<n/s>,<n/s>,notified supervisor,,,,,,,,,,2024-11,2024
2024-11-05,other,<n/s>,visitor,verbal,intimidation; screaming or yelling,<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-07,ed,"nurse (rn, lpn, lna)",outpatient,property damage/vandalism,aggression toward an inanimate object,<n/s>,,<n/s>,<n/s>,called 911; seclusion,,,,,,,,,,2024-11,2024
2024-11-07,ed,"nurse (rn, lpn, lna)",outpatient,property damage/vandalism,aggression toward an inanimate object,<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; called 911; de-escalation techniques utilized; notified clinical physician resources; notified security; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-07,other,<n/s>,outpatient,verbal,intimidation; threat of violence,<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-07,other,"nurse (rn, lpn, lna)",inpatient,physical,grabbed; hair pulling; scratched,<n/s>,,<n/s>,<n/s>,called code gray,,,,,,,,,,2024-11,2024
2024-11-07,other,administration/support services,outpatient,physical,sexual harrasment,n/a or unknown,,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-07,other,administration/support services,resident (ltc),physical,aggression toward an inanimate object,n/a or unknown,,<n/s>,<n/s>,de-escalation techniques utilized,,,,,,,,,,2024-11,2024
2024-11-07,other,<n/s>,resident (ltc),physical,aggression toward an inanimate object; grabbed; hit w/ fist; pushed; threat of violence,<n/s>,mild,moderate - moderate emotional and/or psychological impact with no missed work.,other (please specify),de-escalation techniques utilized; notified security,,,,,,,,,,2024-11,2024
2024-11-07,other,administration/support services,outpatient,written/digital,racists affiliation/paraphernalia,<n/s>,,<n/s>,<n/s>,notified supervisor,,,,,,,,,,2024-11,2024
2024-11-08,other,<n/s>,visitor,verbal,"intimidation; profane, lewd or aggressive language; screaming or yelling; threat of violence",<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized; notified security; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-08,other,<n/s>,other,verbal,screaming or yelling; unwelcome or offensive language/gestures,<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized,,,,,,,,,,2024-11,2024
2024-11-05,other,<n/s>,other,physical,dog bite,<n/s>,mild,moderate - moderate emotional and/or psychological impact with no missed work.,other (please specify),physical hold,,,,,,,,,,2024-11,2024
2024-11-08,other,<n/s>,outpatient,verbal,"profane, lewd or aggressive language; screaming or yelling; unwelcome or offensive language/gestures",<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-08,ed,<n/s>,other,verbal,"intimidation; profane, lewd or aggressive language; screaming or yelling; unwelcome or offensive language/gestures",<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized; notified security; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-08,bc,<n/s>,inpatient,physical,grabbed; scratched,<n/s>,mild,none - no emotional and/or psychological impact,other (please specify),called code gray; physical hold,,,,,,,,,,2024-11,2024
2024-11-08,ed,<n/s>,inpatient,physical,kicked,<n/s>,,<n/s>,<n/s>,physical hold,,,,,,,,,,2024-11,2024
2024-11-09,other,<n/s>,resident (ltc),verbal,screaming or yelling,<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized,,,,,,,,,,2024-11,2024
2024-11-09,ed,<n/s>,inpatient,physical,kicked,<n/s>,moderate,none - no emotional and/or psychological impact,ed,physical hold,,,,,,,,,,2024-11,2024
2024-11-09,ed,<n/s>,outpatient,physical,hit w/ fist; kicked,<n/s>,mild,mild - upset / angry / scared / humiliated,ed,behavioral expectations reviewed; called code gray; de-escalation techniques utilized; notified clinical physician resources; notified security; notified supervisor; physical hold,,,,,,,,,,2024-11,2024
2024-11-10,other,<n/s>,inpatient,physical,scratched; slapped,<n/s>,moderate,none - no emotional and/or psychological impact,other (please specify),de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-10,ed,<n/s>,inpatient,physical,assault w/ bodily fluids; bitten; hit w/ fist; intimidation; threat of violence,<n/s>,mild,mild - upset / angry / scared / humiliated,ed,called 911; chemical restraint; mechanical restraint; notified security; physical hold; seclusion,,,,,,,,,,2024-11,2024
2024-11-10,ed,<n/s>,outpatient,physical,hit w/ fist,<n/s>,,<n/s>,<n/s>,chemical restraint; mechanical restraint; notified security; notified supervisor; physical hold,,,,,,,,,,2024-11,2024
2024-11-10,ed,<n/s>,outpatient,physical,hair pulling; head butt,<n/s>,other,mild - upset / angry / scared / humiliated,other (please specify),de-escalation techniques utilized; notified clinical physician resources; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-10,bc,"nurse (rn, lpn, lna)",inpatient,physical,physical hold,<n/s>,moderate,none - no emotional and/or psychological impact,<n/s>,physical hold,,,,,,,,,,2024-11,2024
2024-11-10,other,<n/s>,inpatient,physical,grabbed; hit w/ fist; scratched,<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized; notified clinical physician resources; notified security; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-10,other,<n/s>,inpatient,physical,hair pulling; scratched,<n/s>,moderate,none - no emotional and/or psychological impact,other (please specify),behavioral expectations reviewed; called code gray; de-escalation techniques utilized; notified security; notified supervisor,,,,,,,,,,2024-11,2024
2024-10-11,ed,<n/s>,other,verbal,intimidation; stalking or terrorizing,<n/s>,,<n/s>,<n/s>,notified supervisor,,,,,,,,,,2024-10,2024
2024-11-11,ed,<n/s>,inpatient,verbal,threat of violence,<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-11,other,<n/s>,<n/s>,<n/s>,<n/s>,<n/s>,,<n/s>,<n/s>,<n/s>,,,,,,,,,,2024-11,2024
2024-11-11,other,"nurse (rn, lpn, lna)",outpatient,verbal,"profane, lewd or aggressive language; screaming or yelling; unwelcome or offensive language/gestures",<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized; notified supervisor; seclusion,,,,,,,,,,2024-11,2024
2024-11-11,bc,<n/s>,inpatient,verbal,threat of violence,<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized; notified security; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-10,ed,<n/s>,other,verbal,"profane, lewd or aggressive language; screaming or yelling; threat of violence; unwelcome or offensive language/gestures",<n/s>,,<n/s>,<n/s>,notified security,,,,,,,,,,2024-11,2024
2024-11-12,other,<n/s>,inpatient,physical,grabbed,<n/s>,moderate,none - no emotional and/or psychological impact,other (please specify),chemical restraint; de-escalation techniques utilized; notified clinical physician resources,,,,,,,,,,2024-11,2024
2024-11-11,other,<n/s>,inpatient,physical,hit w/ fist; intimidation; threat of violence,<n/s>,,<n/s>,<n/s>,called code gray; chemical restraint; de-escalation techniques utilized; notified clinical physician resources; notified security; notified supervisor; physical hold,,,,,,,,,,2024-11,2024
2024-11-12,other,<n/s>,inpatient,physical,grabbed,<n/s>,mild,none - no emotional and/or psychological impact,other (please specify),chemical restraint; de-escalation techniques utilized,,,,,,,,,,2024-11,2024
2024-11-12,other,<n/s>,other,verbal,"gender / sexist comments; intimidation; profane, lewd or aggressive language; screaming or yelling; threat of violence; unwelcome or offensive language/gestures",<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-12,ed,<n/s>,outpatient,verbal,gender / sexist comments; screaming or yelling; unwelcome or offensive language/gestures,<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized; notified clinical physician resources; notified security; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-12,other,<n/s>,inpatient,verbal,"gender / sexist comments; intimidation; profane, lewd or aggressive language; screaming or yelling; unwelcome or offensive language/gestures",<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-08,other,<n/s>,outpatient,verbal,"profane, lewd or aggressive language",<n/s>,,<n/s>,<n/s>,<n/s>,,,,,,,,,,2024-11,2024
2024-11-12,ed,<n/s>,other,physical,pushed,<n/s>,severe,mild - upset / angry / scared / humiliated,ed,chemical restraint; notified security; physical hold,,,,,,,,,,2024-11,2024
2024-11-12,ed,<n/s>,inpatient,physical,hit w/ fist; hit w/ object; intimidation; threat of violence,<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; chemical restraint; de-escalation techniques utilized; notified clinical physician resources; notified security; notified supervisor; physical hold,,,,,,,,,,2024-11,2024
2024-11-12,other,<n/s>,inpatient,physical,bitten,<n/s>,other,moderate - moderate emotional and/or psychological impact with no missed work.,ed,called code gray,,,,,,,,,,2024-11,2024
2024-11-13,other,<n/s>,outpatient,verbal,screaming or yelling; unwelcome or offensive language/gestures,<n/s>,,<n/s>,<n/s>,notified supervisor,,,,,,,,,,2024-11,2024
2024-11-13,other,<n/s>,outpatient,verbal,screaming or yelling,<n/s>,,<n/s>,<n/s>,notified supervisor,,,,,,,,,,2024-11,2024
2024-11-13,other,<n/s>,other,verbal,threatening-maybe gender biased,<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized,,,,,,,,,,2024-11,2024
2024-11-10,ed,<n/s>,outpatient,physical,bitten; hit w/ fist; pushed,<n/s>,mild,moderate - moderate emotional and/or psychological impact with no missed work.,<n/s>,chemical restraint; mechanical restraint; notified security; notified supervisor; physical hold,,,,,,,,,,2024-11,2024
2024-11-13,other,administration/support services,outpatient,verbal,"intimidation; profane, lewd or aggressive language; screaming or yelling; unwelcome or offensive language/gestures",n/a or unknown,,<n/s>,<n/s>,de-escalation techniques utilized; notified clinical physician resources; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-13,ed,<n/s>,outpatient,verbal,"gender / sexist comments; intimidation; profane, lewd or aggressive language; racial / cultural comments; screaming or yelling; stalking or terrorizing; threat of violence; unwelcome or offensive language/gestures",<n/s>,,<n/s>,<n/s>,called 911; called code gray; notified clinical physician resources; notified security; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-14,ed,allied health/technologist,inpatient,physical,grabbed; hit w/ fist; intimidation; kicked; scratched; threat of violence,<n/s>,mild,moderate - moderate emotional and/or psychological impact with no missed work.,ed,behavioral expectations reviewed; chemical restraint; de-escalation techniques utilized; mechanical restraint; notified clinical physician resources; notified security; notified supervisor; physical hold,,,,,,,,,,2024-11,2024
2024-11-14,ed,<n/s>,inpatient,physical,scratched,<n/s>,moderate,none - no emotional and/or psychological impact,ed,physical hold,,,,,,,,,,2024-11,2024
2024-11-14,other,administration/support services,inpatient,verbal,"intimidation; profane, lewd or aggressive language; unwelcome or offensive language/gestures",<n/s>,,<n/s>,<n/s>,notified supervisor,,,,,,,,,,2024-11,2024
2024-11-14,other,<n/s>,other,verbal,intimidation; screaming or yelling,<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized,,,,,,,,,,2024-11,2024
2024-11-13,other,<n/s>,other,written/digital,"profane, lewd or aggressive language",<n/s>,,<n/s>,<n/s>,notified supervisor,,,,,,,,,,2024-11,2024
2024-11-14,other,administration/support services,visitor,verbal,intimidation,n/a or unknown,,<n/s>,<n/s>,de-escalation techniques utilized,,,,,,,,,,2024-11,2024
2024-11-14,other,<n/s>,inpatient,physical,bitten; grabbed; kicked; scratched,<n/s>,mild,mild - upset / angry / scared / humiliated,ed,mechanical restraint; notified supervisor; physical hold,,,,,,,,,,2024-11,2024
2024-11-14,other,<n/s>,inpatient,physical,hit w/ fist,<n/s>,other,none - no emotional and/or psychological impact,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized,,,,,,,,,,2024-11,2024
2024-11-11,other,<n/s>,inpatient,physical,threat of violence,<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized,,,,,,,,,,2024-11,2024
2024-11-15,bc,<n/s>,inpatient,physical,assault w/ bodily fluids; grabbed; intimidation; kicked; scratched; slapped; threat of violence,<n/s>,,<n/s>,<n/s>,called code gray,,,,,,,,,,2024-11,2024
2024-11-13,ed,<n/s>,outpatient,verbal,"intimidation; profane, lewd or aggressive language; racial / cultural comments; screaming or yelling; threat of violence; unwelcome or offensive language/gestures",<n/s>,,<n/s>,<n/s>,called 911; de-escalation techniques utilized; notified security; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-15,other,<n/s>,outpatient,verbal,threatening legal action and making accusations against provider,<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-15,ed,<n/s>,inpatient,physical,aggression toward an inanimate object; bitten; intimidation; threat of violence,<n/s>,,<n/s>,<n/s>,mechanical restraint; physical hold,,,,,,,,,,2024-11,2024
2024-11-15,bc,<n/s>,inpatient,physical,assault w/ bodily fluids,<n/s>,,<n/s>,<n/s>,called code gray; de-escalation techniques utilized; mechanical restraint; physical hold,,,,,,,,,,2024-11,2024
2024-11-15,other,<n/s>,outpatient,written/digital,intimidation; unwelcome or offensive language/gestures,<n/s>,,<n/s>,<n/s>,notified security; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-15,other,<n/s>,inpatient,physical,bitten; hit w/ object,<n/s>,,<n/s>,<n/s>,notified supervisor,,,,,,,,,,2024-11,2024
2024-11-15,other,allied health/technologist,outpatient,verbal,screaming or yelling,n/a or unknown,,<n/s>,<n/s>,de-escalation techniques utilized,,,,,,,,,,2024-11,2024
2024-11-15,other,allied health/technologist,visitor,verbal,intimidation; screaming or yelling,n/a or unknown,,<n/s>,<n/s>,called 911; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-15,other,allied health/technologist,visitor,physical,intimidation; pushed; threat of violence,n/a or unknown,,<n/s>,<n/s>,behavioral expectations reviewed; called 911; de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-15,other,allied health/technologist,outpatient,verbal,"intimidation; profane, lewd or aggressive language; screaming or yelling",n/a or unknown,,<n/s>,<n/s>,called 911; de-escalation techniques utilized,,,,,,,,,,2024-11,2024
2024-11-15,other,<n/s>,inpatient,physical,aggression toward an inanimate object; bitten; hair pulling; hit with open hand,<n/s>,mild,moderate - moderate emotional and/or psychological impact with no missed work.,other (please specify),de-escalation techniques utilized; notified clinical physician resources; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-16,bc,<n/s>,inpatient,physical,scratched; slapped,<n/s>,mild,mild - upset / angry / scared / humiliated,<n/s>,called code gray; de-escalation techniques utilized; notified clinical physician resources; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-15,other,allied health/technologist,inpatient,physical,hit w/ fist; threw object at me (trash can),<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; called code gray; de-escalation techniques utilized; notified security; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-16,ed,"nurse (rn, lpn, lna)",outpatient,physical,grabbed; hair pulling; scratched,<n/s>,mild,moderate - moderate emotional and/or psychological impact with no missed work.,other (please specify),notified security,,,,,,,,,,2024-11,2024
